age,risk
27,1.302931596
28,1.737242128
29,1.97249366616667
30,2.280130293
31,2.823018458
32,3.35313278382353
33,3.800217155
34,4.34310532
35,5.01345418460869
36,5.67908228256522
37,6.27035830575
38,6.99832198154545
39,7.600434311
40,8.65001809666666
41,9.771986971
42,10.9088586552941
43,11.9371527105882
44,13.1477642845455
45,14.7172046218182
46,16.50380022
47,17.9350508372727
48,19.6229394927273
49,21.1825091290909
50,23.3713355075
51,25.2714440816667
52,26.8877702118182
53,28.4111473033333
54,29.53311618
55,30.879478826
56,32.2927976833333
57,33.2311426194118
58,33.8762215
59,34.31053203
60,34.74484256
61,35.2696344566667
62,35.83061889
63,36.1755125482353
64,36.5859415534783
65,37.0313597794118
66,37.5481196327273
67,38.21932682
68,38.8905340072727
69,39.4072938605882
70,39.9656170858333
71,40.5824870682353
72,41.32975666
73,42.10257393
74,42.9778596030435
75,44.0505844029412
76,44.89365779
77,45.5935577241667
78,46.0463579330435
79,46.4953552922222
80,47.06840391
