age,risk
18,0
19,0
30,0
32,0
34,0
37,0.0261665473165139
39,0.143962889320611
40,0.232828871
42,0.232828871
43,0.232828871
45,0.234516036724638
46,0.318874322956522
48,0.40276718462069
49,0.547923942733334
50,0.80791618184
51,0.865677556882978
52,0.931315483
53,1.01966572460714
54,1.13813687384043
55,1.37246492268421
56,1.51213589188172
57,1.72180705248387
58,1.89085264745455
59,2.03101613191071
60,2.328288708
61,2.444703143
62,2.74888279674194
63,3.12441323406452
64,3.36562448001786
65,3.73253783425
66,4.09847291679412
67,4.28654581703571
68,4.82932141632258
69,5.22921058467568
70,5.6018626312
71,6.18936748183333
72,6.6478769681579
73,7.06402793948
74,7.4412107102
75,7.85098952284
76,8.546759798
77,9.30702775547368
78,9.65933459923684
79,10.36088475
80,10.94295693
