age,risk
21,0.434782609
22,0.760869565
23,0.7925724635
24,0.869565217
25,1.195652174
26,1.195652174
27,1.52173913
28,1.630434783
29,2.02035886795238
30,2.47164461252174
31,3.260869565
32,3.695652174
33,4.130434783
34,4.565217391
35,5.82480818382353
36,6.630434783
37,7.581521739
38,8.56884058
39,9.166666667
40,10.6884057966667
41,12.1245059263636
42,13.36956522
43,14.2693236688889
44,15.2355072433333
45,16.760869566
46,18.20652174
47,19.2753623166667
48,20.5072463766667
49,21.5307971008333
50,22.9619565225
51,24.13043478
52,25.3952569190909
53,26.52173913
54,27.17391304
55,28.3893280654545
56,29.23913043
57,29.9011857727273
58,30.4644268781818
59,30.86956522
60,31.19565217
61,31.3438735209091
62,31.63043478
63,31.9706994334783
64,32.06521739
65,32.5
66,32.93478261
67,33.36956522
68,33.69565217
69,33.80434783
70,34.3568840608333
71,34.619565215
72,35
73,35.76086957
74,36.2212276194118
75,36.63043478
76,37.06521739
77,37.60869565
78,37.9446640327273
79,38.69565217
80,39.23913043
