age,risk
20,0
21,0
22,0
23,0.108577633
24,0.108577633
25,0.108577633
26,0.434310532
28,0.434310532
30,0.542888165
31,0.868621064
32,0.977198697
33,1.302931596
34,1.411509229
35,1.737242128
36,1.845819761
37,2.17155266
38,2.497285559
39,2.605863192
40,3.040173724
41,3.800217155
42,4.32394456123529
43,4.668838219
44,5.38364096958334
45,6.35498499029412
46,7.274701412
47,8.21570756466667
48,9.64531306583333
49,10.5410785358333
50,12.3235613475
51,13.6626854875
52,15.0528082154545
53,16.2142598633333
54,17.15526602
55,18.6950942672727
56,19.9149475191667
57,20.95548317
58,21.8833283945455
59,22.8506563981818
60,24.0680419833333
61,25.0633369483333
62,26.0676800558333
63,27.1172638425
64,28.2120883083333
65,29.7700128281818
66,30.8722403166667
67,32.13897937
68,33.2444970872727
69,34.4092389663636
70,35.7310893958333
71,37.1631625709091
72,38.21932682
73,39.6790927744444
74,40.7560951545455
75,42.23669924
76,43.4310532
77,44.8878031133333
78,45.9382094545455
79,46.9746323154545
80,48.09989142
