age,risk
20,0
23,0.151609820723684
27,0.304594036513648
30,0.460893855
31,0.601839988027523
32,0.829608939
33,1.06596476113846
34,1.34569625464815
35,1.62849162
36,1.95530726263636
37,2.56284916240909
38,3.01903338927907
39,3.47299813769697
40,3.994413408
41,4.77653631245455
42,5.55998935890476
43,6.42325086428571
44,7.12988826804546
45,7.988826816
46,9.09217877090909
47,10.2513966436364
48,11.4175977631818
49,12.50698324
50,13.51955307
51,15.0698324009091
52,16.3966480436364
53,17.71648045
54,19.0223463690909
55,20.27932961
56,21.3826815609091
57,22.5349162
58,23.70810056
59,24.7974860340909
60,25.88687151
61,27.05307263
62,27.9901569528571
63,29.08519553
64,30.09776536
65,31.110335195
66,31.9692737409091
67,32.7954783525
68,33.4623570090476
69,34.3528864066667
70,35.0791433933333
71,35.90782123
72,36.7764032938095
73,37.6104016990476
74,38.47067039
75,39.32960894
76,40.1582867772727
77,40.97067039
78,41.6048151090476
79,42.4650838
